date,total,subscriber,customer,totalAvg,subscriberAvg,customerAvg,temp,rain,weekend,weekday,BART,49ers,Giants,Sharks,AmericasCup,USGovShutdown,holiday,holidayName
10/21/13,71,66,5,1344,1151,193,61,,0,2,1,,,,,,0,
10/22/13,84,68,16,1427,1269,158,62,,0,3,0,,,,,,0,
10/23/13,86,62,24,1471,1311,160,60,,0,4,0,,,,,,0,
10/24/13,106,96,10,1602,1400,202,55,,0,5,0,,,,,,0,
10/25/13,63,52,11,1499,1206,289,58,,0,6,0,,,,,,0,
10/26/13,29,13,16,821,487,331,61,,1,7,0,,,,,,0,
10/27/13,31,17,14,771,395,383,57,,1,1,0,,,,,,0,
10/28/13,72,64,8,1344,1151,193,59,,0,2,0,,,,,,0,
10/29/13,54,51,3,1427,1269,158,56,,0,3,0,,,,,,0,
10/30/13,77,69,8,1471,1311,160,56,,0,4,0,,,,,,0,
10/31/13,70,61,9,1602,1400,202,58,,0,5,0,,,,,,1,Halloween
11/01/13,52,48,4,1499,1206,289,61,,0,6,0,,,,,,0,
11/02/13,22,19,3,821,487,331,57,,1,7,0,,,1,,,0,
11/03/13,20,11,9,771,395,383,55,,1,1,0,,,,,,0,
11/04/13,53,49,4,1344,1151,193,54,,0,2,0,,,,,,0,
11/05/13,70,61,9,1427,1269,158,58,,0,3,0,,,1,,,0,
11/06/13,55,53,2,1471,1311,160,60,,0,4,0,,,,,,0,
11/07/13,75,69,6,1602,1400,202,62,,0,5,0,,,1,,,0,
11/08/13,41,33,8,1499,1206,289,58,,0,6,0,,,,,,0,
11/09/13,34,14,20,821,487,331,61,,1,7,0,,,,,,0,
11/10/13,25,19,6,771,395,383,55,,1,1,0,1,,,,,0,
11/11/13,48,33,15,1344,1151,193,59,,0,2,0,,,,,,1,Veterans Day
11/12/13,57,56,1,1427,1269,158,62,,0,3,0,,,,,,0,
11/13/13,53,50,3,1471,1311,160,60,,0,4,0,,,,,,0,
11/14/13,66,58,8,1602,1400,202,57,,0,5,0,,,,,,0,
11/15/13,60,46,14,1499,1206,289,55,,0,6,0,,,,,,0,
11/16/13,24,11,13,821,487,331,52,,1,7,0,,,,,,0,
11/17/13,16,11,5,771,395,383,54,,1,1,0,,,,,,0,
11/18/13,39,38,1,1344,1151,193,53,,0,2,0,,,,,,0,
11/19/13,46,44,2,1427,1269,158,57,1,0,3,0,,,,,,0,
11/20/13,40,38,2,1471,1311,160,58,1,0,4,0,,,,,,0,
11/21/13,67,65,2,1602,1400,202,56,1,0,5,0,,,1,,,0,
11/22/13,56,40,16,1499,1206,289,58,,0,6,0,,,,,,0,
11/23/13,54,24,30,821,487,331,53,,1,7,0,,,1,,,0,
11/24/13,41,16,25,771,395,383,53,,1,1,0,,,,,,0,
11/25/13,58,54,4,1344,1151,193,53,,0,2,0,,,,,,0,
11/26/13,64,58,6,1427,1269,158,53,,0,3,0,,,,,,0,
11/27/13,56,50,6,1471,1311,160,54,,0,4,0,,,1,,,0,
11/28/13,8,6,2,1602,1400,202,57,,0,5,0,,,,,,1,Thanksgiving
11/29/13,24,18,6,1499,1206,289,57,,0,6,0,,,1,,,1,Thanksgiving Friday
11/30/13,23,17,6,821,487,331,53,,1,7,0,,,1,,,0,
12/01/13,21,13,8,771,395,383,55,,1,1,0,1,,,,,0,
12/02/13,48,45,3,1344,1151,193,53,,0,2,0,,,,,,0,
12/03/13,51,48,3,1427,1269,158,49,1,0,3,0,,,,,,0,
12/04/13,66,63,3,1471,1311,160,43,,0,4,0,,,,,,0,
12/05/13,60,50,10,1602,1400,202,41,,0,5,0,,,,,,0,
12/06/13,50,46,4,1499,1206,289,42,1,0,6,0,,,,,,0,
12/07/13,12,11,1,821,487,331,42,1,1,7,0,,,,,,0,
12/08/13,17,14,3,771,395,383,39,,1,1,0,1,,,,,0,
12/09/13,57,57,0,1344,1151,193,38,,0,2,0,,,,,,0,
12/10/13,42,41,1,1427,1269,158,41,,0,3,0,,,1,,,0,
12/11/13,61,59,2,1471,1311,160,44,,0,4,0,,,,,,0,
12/12/13,48,48,0,1602,1400,202,44,,0,5,0,,,1,,,0,
12/13/13,47,38,9,1499,1206,289,47,,0,6,0,,,,,,0,
12/14/13,22,17,5,821,487,331,48,,1,7,1,,,,,,0,
12/15/13,21,17,4,771,395,383,47,,1,1,1,,,,,,0,
12/16/13,45,38,7,1344,1151,193,52,,0,2,1,,,,,,0,
12/17/13,46,45,1,1427,1269,158,53,,0,3,1,,,,,,0,
12/18/13,48,47,1,1471,1311,160,53,,0,4,1,,,,,,0,
12/19/13,39,35,4,1602,1400,202,50,,0,5,0,,,,,,0,
12/20/13,58,36,22,1499,1206,289,48,,0,6,0,,,,,,0,
12/21/13,29,15,14,821,487,331,48,,1,7,0,,,1,,,0,
12/22/13,23,8,15,771,395,383,52,,1,1,0,,,,,,0,
12/23/13,54,42,12,1344,1151,193,51,,0,2,0,1,,1,,,0,
12/24/13,11,7,4,1427,1269,158,54,,0,3,0,,,,,,1,Christmas Eve
12/25/13,7,1,6,1471,1311,160,52,,0,4,0,,,,,,1,Christmas
12/26/13,25,17,8,1602,1400,202,53,,0,5,0,,,,,,0,
12/27/13,14,12,2,1499,1206,289,48,,0,6,0,,,,,,0,
12/28/13,13,8,5,821,487,331,51,,1,7,0,,,,,,0,
12/29/13,17,14,3,771,395,383,52,,1,1,0,,,1,,,0,
12/30/13,26,26,0,1344,1151,193,50,,0,2,0,,,,,,0,
12/31/13,12,12,0,1427,1269,158,48,,0,3,0,,,,,,1,New Years Eve
01/01/14,9,5,4,1471,1311,160,49,,0,4,0,,,,,,1,New Years
01/02/14,35,34,1,1602,1400,202,52,,0,5,0,,,1,,,0,
01/03/14,48,35,13,1499,1206,289,52,,0,6,0,,,,,,0,
01/04/14,14,12,2,821,487,331,52,,1,7,0,,,,,,0,
01/05/14,38,7,31,771,395,383,51,,1,1,0,,,,,,0,
01/06/14,47,41,6,1344,1151,193,50,,0,2,0,,,,,,0,
01/07/14,63,60,3,1427,1269,158,54,,0,3,0,,,,,,0,
01/08/14,51,50,1,1471,1311,160,54,1,0,4,0,,,,,,0,
01/09/14,61,51,10,1602,1400,202,53,1,0,5,0,,,1,,,0,
01/10/14,63,56,7,1499,1206,289,52,,0,6,0,,,,,,0,
01/11/14,23,13,10,821,487,331,51,,1,7,0,,,1,,,0,
01/12/14,37,13,24,771,395,383,52,,1,1,0,,,,,,0,
01/13/14,58,56,2,1344,1151,193,56,,0,2,0,,,,,,0,
